779792107,Marilena,1,19,135,2019-10-19 00:00:00,6000,60000.0,2020-10-19,Tarjeta
473761688,Lulú,2,48,2422,2019-10-19 00:00:00,5150,51500.0,2020-10-19,Efectivo
401741210,Fuensanta,3,55,2006,2019-10-19 00:00:00,7900,79000.0,2020-10-19,Tarjeta
112141961,Maritere,4,2,148,2019-10-19 00:00:00,6700,67000.0,2020-10-19,Tarjeta
312033673,Fraternidad,5,83,1639,2019-10-19 00:00:00,6000,60000.0,2020-10-19,Efectivo
543333982,Maritere,6,51,1166,2019-10-19 00:00:00,2375,47500.0,2020-10-19,Efectivo
468280459,Isaac,7,39,3626,2019-10-19 00:00:00,1475,29500.0,2020-10-19,Efectivo
280916592,Isaac,8,77,3029,2019-10-19 00:00:00,250,5000.0,2020-10-19,Efectivo
161215196,Marianela,9,62,55,2019-10-19 00:00:00,1100,22000.0,2020-10-19,Efectivo
543716616,Gozos,10,99,3745,2019-10-19 00:00:00,5650,56500.0,2020-10-19,Efectivo
420527225,Luzdivina,11,31,3875,2019-10-19 00:00:00,7450,74500.0,2020-10-19,Tarjeta
630793785,Jessica,12,74,440,2019-10-19 00:00:00,8450,84500.0,2020-10-19,Efectivo
749662108,Valvanera,13,13,1722,2019-10-19 00:00:00,5250,52500.0,2020-10-19,Efectivo
293129014,Mencía,14,36,2003,2019-10-19 00:00:00,900,18000.0,2020-10-19,Tarjeta
789605270,Encina,15,36,2906,2019-10-19 00:00:00,1225,24500.0,2020-10-19,Efectivo
672316248,Nela,16,53,1977,2019-10-19 00:00:00,1800,36000.0,2020-10-19,Tarjeta
249752780,Luscinda,17,28,721,2019-10-19 00:00:00,1650,33000.0,2020-10-19,Tarjeta
327358975,Maravilla,18,46,1459,2019-10-19 00:00:00,1850,37000.0,2020-10-19,Efectivo
699036870,Mercedario,19,16,2250,2019-10-19 00:00:00,1550,31000.0,2020-10-19,Efectivo
164265635,Fernán,20,7,3720,2019-10-19 00:00:00,1675,33500.0,2020-10-19,Tarjeta
311607491,Elena,21,69,472,2019-10-19 00:00:00,800,16000.0,2020-10-19,Tarjeta
191495527,Libertad,22,27,3539,2019-10-19 00:00:00,875,17500.0,2020-10-19,Tarjeta
186056382,Fernán,23,51,3030,2019-10-19 00:00:00,1875,37500.0,2020-10-19,Tarjeta
500110845,Joseph,24,42,2124,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
586786904,Mabel,25,8,885,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
752860032,Luis,26,96,606,2019-10-19 00:00:00,2487,49750.0,2020-10-19,Efectivo
422341858,Camino,27,94,1002,2019-10-19 00:00:00,1987,39750.0,2020-10-19,Tarjeta
769438828,Joseph,28,31,2050,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
143068060,Valvanera,29,57,3616,2019-10-19 00:00:00,5800,58000.0,2020-10-19,Efectivo
103140731,Vasco,30,28,3510,2019-10-19 00:00:00,1550,31000.0,2020-10-19,Tarjeta
529282217,Kevin,31,79,1159,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
575087802,Mariluz,32,1,3317,2019-10-19 00:00:00,1150,23000.0,2020-10-19,Tarjeta
717113030,Fraternidad,33,54,463,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
536685478,Graciosa,34,51,2441,2019-10-19 00:00:00,750,15000.0,2020-10-19,Efectivo
274699043,Mariola,35,19,1109,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
486479438,Mariam,36,52,76,2019-10-19 00:00:00,1850,37000.0,2020-10-19,Efectivo
669500774,Mencía,37,4,1127,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
288025540,Triana,38,51,470,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
574674638,Luzdivina,39,89,1387,2019-10-19 00:00:00,1750,35000.0,2020-10-19,Tarjeta
719593953,Espino,40,36,1769,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
441863815,Lulú,41,94,451,2019-10-19 00:00:00,875,17500.0,2020-10-19,Efectivo
485006105,Garcilaso,42,5,2377,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
454569939,Lobo,43,51,1964,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
127847894,Graciosa,44,79,298,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
600994622,Carlos,45,87,246,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
455073125,Emeterio,46,62,337,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
579583307,Lágrimas,47,40,3786,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
362798603,Munio,48,26,3881,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
740914889,Medir,49,43,3465,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
616531490,Encina,50,95,756,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
621268217,Maravillas,51,40,704,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
360934726,Lulú,52,74,995,2019-10-19 00:00:00,1225,24500.0,2020-10-19,Tarjeta
585310525,Joseph,53,46,974,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
309043410,Buen suceso,54,71,3388,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
527909337,Kevin,55,1,3864,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
319760720,Marilena,56,27,1229,2019-10-19 00:00:00,875,17500.0,2020-10-19,Efectivo
673141924,Fuencisla,57,76,1111,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
737358911,Mariam,58,3,1757,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
606663296,Palma,59,41,3568,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
674467234,Blasco,60,61,3969,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
438380627,Florida,61,88,3026,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
279309770,Maritere,62,54,2799,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
743816303,Nela,63,17,2953,2019-10-19 00:00:00,875,17500.0,2020-10-19,Tarjeta
736244000,Lulú,64,58,1472,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
