734164726,Palma,1,272,1495,2019-10-19 00:00:00,5300,53000.0,2020-10-19,Tarjeta
115382635,Maite,2,237,1913,2019-10-19 00:00:00,600,12000.0,2020-10-19,Efectivo
158424136,Fadrique,3,205,2930,2019-10-19 00:00:00,2475,49500.0,2020-10-19,Efectivo
259675089,Nelia,4,260,2772,2019-10-19 00:00:00,1550,31000.0,2020-10-19,Efectivo
273417771,Yedra,5,239,1651,2019-10-19 00:00:00,2000,40000.0,2020-10-19,Efectivo
300377504,Lirios,6,288,1100,2019-10-19 00:00:00,1337,26750.0,2020-10-19,Efectivo
189680705,Fuensanta,7,209,1756,2019-10-19 00:00:00,5550,55500.0,2020-10-19,Efectivo
401738306,Mairena,8,284,759,2019-10-19 00:00:00,8000,80000.0,2020-10-19,Efectivo
566656941,Vasco,9,253,3886,2019-10-19 00:00:00,5650,56500.0,2020-10-19,Efectivo
695641326,Lulú,10,237,2558,2019-10-19 00:00:00,8000,80000.0,2020-10-19,Tarjeta
284722292,Marianela,11,262,2991,2019-10-19 00:00:00,1475,29500.0,2020-10-19,Efectivo
748057254,Elena,12,208,1979,2019-10-19 00:00:00,1825,36500.0,2020-10-19,Efectivo
544832722,Mabel,13,222,3525,2019-10-19 00:00:00,1850,37000.0,2020-10-19,Efectivo
637857887,Lluvia,14,299,3573,2019-10-19 00:00:00,7300,73000.0,2020-10-19,Tarjeta
613257972,Fadrique,15,260,1256,2019-10-19 00:00:00,1750,35000.0,2020-10-19,Efectivo
226853631,Maribel,16,279,1315,2019-10-19 00:00:00,5350,53500.0,2020-10-19,Tarjeta
369370166,Maritere,17,241,2222,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
243447262,Melodía,18,214,3010,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
427494780,Medir,19,272,2575,2019-10-19 00:00:00,1337,26750.0,2020-10-19,Efectivo
602935185,Buen suceso,20,266,3401,2019-10-19 00:00:00,5450,54500.0,2020-10-19,Efectivo
504187760,Maite,21,270,990,2019-10-19 00:00:00,900,18000.0,2020-10-19,Tarjeta
509755295,Encina,22,217,1878,2019-10-19 00:00:00,1750,35000.0,2020-10-19,Efectivo
749704678,Maite,23,281,1013,2019-10-19 00:00:00,875,17500.0,2020-10-19,Tarjeta
401193023,Yedra,24,283,3412,2019-10-19 00:00:00,1550,31000.0,2020-10-19,Efectivo
409048507,Maritere,25,235,3894,2019-10-19 00:00:00,6700,67000.0,2020-10-19,Efectivo
471529471,Munio,26,237,1228,2019-10-19 00:00:00,800,16000.0,2020-10-19,Tarjeta
382559983,Mariluz,27,243,878,2019-10-19 00:00:00,650,13000.0,2020-10-19,Tarjeta
478160080,Librada,28,272,1870,2019-10-19 00:00:00,1550,31000.0,2020-10-19,Efectivo
359998228,Mariluz,29,203,2876,2019-10-19 00:00:00,2125,42500.0,2020-10-19,Efectivo
669091620,Fina,30,269,2804,2019-10-19 00:00:00,1550,31000.0,2020-10-19,Tarjeta
306472834,Lirio,31,248,2270,2019-10-19 00:00:00,1700,34000.0,2020-10-19,Efectivo
323082096,Capilla,32,233,3216,2019-10-19 00:00:00,650,13000.0,2020-10-19,Tarjeta
679460048,Joseph,33,253,1835,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
109744245,Encina,34,233,2519,2019-10-19 00:00:00,875,17500.0,2020-10-19,Efectivo
235662674,Melodía,35,299,3260,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
215713362,Lesmes,36,220,3134,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
474050173,Katherine,37,257,2094,2019-10-19 00:00:00,350,7000.0,2020-10-19,Tarjeta
648778004,Lirios,38,285,2554,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
495036483,García,39,231,708,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
649002158,Mariola,40,268,218,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
388714673,Munio,41,271,900,2019-10-19 00:00:00,0,0.0,2020-10-19,Tarjeta
200399155,Graciosa,42,248,2125,2019-10-19 00:00:00,2475,49500.0,2020-10-19,Tarjeta
386739870,Nela,43,217,2546,2019-10-19 00:00:00,350,7000.0,2020-10-19,Efectivo
161636898,Luis,44,267,3056,2019-10-19 00:00:00,0,0.0,2020-10-19,Efectivo
603849241,Gutierre,45,212,3256,2019-10-19 00:00:00,2475,49500.0,2020-10-19,Efectivo
